modern_name,Date,FirstSlash,SecondSlash,day,month,year,Corrected,latitude,longitude,County,Notes or reference #,
Hartlebury,1/1/1346,2,4,1,1,1346,1346/1/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/10/1340,2,5,1,10,1340,1340/10/1,52.327826,-2.2508729,Worcestershire,,
Withington,1/10/1342,2,5,1,10,1342,1342/10/1,51.833604,-1.9578672,Gloucestershire,,
Withington,1/10/1343,2,5,1,10,1343,1343/10/1,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,1/11/1344,2,5,1,11,1344,1344/11/1,52.327826,-2.2508729,Worcestershire,,
Hampton Bishop,1/2/1343,2,4,1,2,1343,1343/2/1,52.038564,-2.6574537,Herefordshire,,
Stonehouse Deanery,1/3/1340,2,4,1,3,1340,1340/3/1,51.74334,-2.2910695,Gloucestershire,several places,
Hartlebury,1/4/1340,2,4,1,4,1340,1340/4/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/4/1344,2,4,1,4,1344,1344/4/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/4/1345,2,4,1,4,1345,1345/4/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/4/1346,2,4,1,4,1346,1346/4/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/4/1349,2,4,1,4,1349,1349/4/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/5/1339,2,4,1,5,1339,1339/5/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/5/1343,2,4,1,5,1343,1343/5/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/5/1344,2,4,1,5,1344,1344/5/1,52.327826,-2.2508729,Worcestershire,,
Hartlebury,1/5/1349,2,4,1,5,1349,1349/5/1,52.327826,-2.2508729,Worcestershire,,
Bredon,1/6/1339,2,4,1,6,1339,1339/6/1,52.022359,-2.1179982,Worcestershire,"194, 1120",
Hawkesbury and Bitton Deanery,1/6/1340,2,4,1,6,1340,1340/6/1,51.419103,-2.4615729,Gloucestershire,,
Hartlebury,1/6/1349,2,4,1,6,1349,1349/6/1,52.327826,-2.2508729,Worcestershire,,
Bredon,1/7/1339,2,4,1,7,1339,1339/7/1,52.022359,-2.1179982,Worcestershire,,
Henbury,1/7/1340,2,4,1,7,1340,1340/7/1,51.499215,-2.6352549,Gloucestershire,133; Henbury implied not explicit,
Withington,1/7/1340,2,4,1,7,1340,1340/7/1,51.833604,-1.9578672,Gloucestershire,138,
Hartlebury,1/7/1349,2,4,1,7,1349,1349/7/1,52.327826,-2.2508729,Worcestershire,,
Alcester,1/8/1339,2,4,1,8,1339,1339/8/1,52.417951,-1.8985023,Worcestershire,,
Withington,1/8/1341,2,4,1,8,1341,1341/8/1,51.833604,-1.9578672,Gloucestershire,,
Bristol,1/8/1345,2,4,1,8,1345,1345/8/1,51.47254,-2.5772934,Gloucestershire,,
Hartlebury,1/8/1349,2,4,1,8,1349,1349/8/1,52.327826,-2.2508729,Worcestershire,,
Henbury,1/8/1434,2,4,1,8,1434,1434/8/1,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,1/9/1340,2,4,1,9,1340,1340/9/1,52.327826,-2.2508729,Worcestershire,139,
Hartlebury,10/1/1343,3,5,10,1,1343,1343/1/10,52.327826,-2.2508729,Worcestershire,,
Westminster,10/1/1348,3,5,10,1,1348,1348/1/10,51.495233,-0.1431191,Middlesex,,
Hartlebury,10/1/1349,3,5,10,1,1349,1349/1/10,52.327826,-2.2508729,Worcestershire,,
Withington,10/10/1343,3,6,10,10,1343,1343/10/10,51.833604,-1.9578672,Gloucestershire,,
Avignon,10/10/1344,3,6,10,10,1344,1344/10/10,43.949317,4.805528,,,
Hampton,10/11/1339,3,6,10,11,1339,1339/11/10,52.08535,-1.9722259,Worcestershire,,
Hampton Bishop,10/11/1339,3,6,10,11,1339,1339/11/10,52.038564,-2.6574537,Herefordshire,,
Hartlebury,10/11/345,3,6,10,11,/345,/345/11/10,52.327826,-2.2508729,Worcestershire,,
Hartlebury,10/12/1343,3,6,10,12,1343,1343/12/10,52.327826,-2.2508729,Worcestershire,,
Campden,10/2/1340,3,5,10,2,1340,1340/2/10,52.031209,-1.7827679,Gloucestershire,,
Winchcombe Deanery,10/3/1340,3,5,10,3,1340,1340/3/10,51.95049,-1.9723085,Gloucestershire,,
Spetchley,10/4/1339,3,5,10,4,1339,1339/4/10,52.175146,-2.1622727,Worcestershire,35,
Worcester,10/4/1339,3,5,10,4,1339,1339/4/10,52.184041,-2.2208098,Worcestershire,37; less than four miles to Worcester from Spetchley,
Hartlebury,10/4/1344,3,5,10,4,1344,1344/4/10,52.327826,-2.2508729,Worcestershire,,
Hartlebury,10/5/1339,3,5,10,5,1339,1339/5/10,52.327826,-2.2508729,Worcestershire,,
Hartlebury,10/5/1340,3,5,10,5,1340,1340/5/10,52.327826,-2.2508729,Worcestershire,,
Henbury,10/6/1340,3,5,10,6,1340,1340/6/10,51.499215,-2.6352549,Gloucestershire,130,
Tewkesbury,10/6/1346,3,5,10,6,1346,1346/6/10,51.986345,-2.1615883,Gloucestershire,,
Pucklechurch,10/7/1346,3,5,10,7,1346,1346/7/10,51.482098,-2.4478083,Gloucestershire,1102: ordinations,
Wellington,10/7/1347,3,5,10,7,1347,1347/7/10,50.97297,-3.2262471,Somerset,several places,
Hartlebury,10/7/1349,3,5,10,7,1349,1349/7/10,52.327826,-2.2508729,Worcestershire,,
Wick,10/8/1339,3,5,10,8,1339,1339/8/10,51.455178,-2.4331526,Gloucestershire,1128,
Henbury,10/8/1345,3,5,10,8,1345,1345/8/10,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,10/9/1343,3,5,10,9,1343,1343/9/10,52.327826,-2.2508729,Worcestershire,,
Withington,10/9/1344,3,5,10,9,1344,1344/9/10,51.833604,-1.9578672,Gloucestershire,,
Ripple,10/9/1347,3,5,10,9,1347,1347/9/10,52.031254,-2.190903,Worcestershire,,
Hartlebury,11/10/1340,3,6,11,10,1340,1340/10/11,52.327826,-2.2508729,Worcestershire,,
Alvechurch,11/10/1341,3,6,11,10,1341,1341/10/11,52.34607,-1.9720644,Worcestershire,,
Blockley,11/10/1346,3,6,11,10,1346,1346/10/11,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Warwick,11/11/1339,3,6,11,11,1339,1339/11/11,52.282434,-1.5909815,Warwickshire,,
Hartlebury,11/12/1340,3,6,11,12,1340,1340/12/11,52.327826,-2.2508729,Worcestershire,,
Campden,11/2/1340,3,5,11,2,1340,1340/2/11,52.031209,-1.7827679,Gloucestershire,,
Hartlebury,11/2/1345,3,5,11,2,1345,1345/2/11,52.327826,-2.2508729,Worcestershire,,
Prestbury,11/3/1340,3,5,11,3,1340,1340/3/11,53.294057,-2.148725,,,277
Cheltenham,11/3/1340,3,5,11,3,1340,1340/3/11,51.95049,-1.9723085,Gloucestershire,,117
Hartlebury,11/3/1346,3,5,11,3,1346,1346/3/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,11/4/1340,3,5,11,4,1340,1340/4/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,11/4/1349,3,5,11,4,1349,1349/4/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,11/5/1339,3,5,11,5,1339,1339/5/11,52.327826,-2.2508729,Worcestershire,,
Worcester,11/5/1340,3,5,11,5,1340,1340/5/11,52.184041,-2.2208098,Worcestershire,,
Hereford,11/5/1348,3,5,11,5,1348,1348/5/11,52.047214,-2.7159075,Herefordshire,,
Hartlebury,11/5/1349,3,5,11,5,1349,1349/5/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,11/6/1349,3,5,11,6,1349,1349/6/11,52.327826,-2.2508729,Worcestershire,,
Olveston,11/7/1346,3,5,11,7,1346,1346/7/11,51.580432,-2.5786601,Gloucestershire,,
Hartlebury,11/7/1349,3,5,11,7,1349,1349/7/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,11/9/1339,3,5,11,9,1339,1339/9/11,52.327826,-2.2508729,Worcestershire,,
Bosbury,11/9/1340,3,5,11,9,1340,1340/9/11,52.084478,-2.4538159,Herefordshire,,
Withington,11/9/1345,3,5,11,9,1345,1345/9/11,51.833604,-1.9578672,Gloucestershire,,
Withington,11/9/1345,3,5,11,9,1345,1345/9/11,51.833604,-1.9578672,,1243,
Hartlebury,11/9/1347,3,5,11,9,1347,1347/9/11,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/1/1345,3,5,12,1,1345,1345/1/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/1/1346,3,5,12,1,1346,1346/1/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/1/1348,3,5,12,1,1348,1348/1/12,52.327826,-2.2508729,Worcestershire,,
Alvechurch,12/10/1341,3,6,12,10,1341,1341/10/12,52.34607,-1.9720644,Worcestershire,,
Blockley,12/10/1345,3,6,12,10,1345,1345/10/12,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Warwick,12/11/1339,3,6,12,11,1339,1339/11/12,52.282434,-1.5909815,Warwickshire,,
Hartlebury,12/12/1339,3,6,12,12,1339,1339/12/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/12/1341,3,6,12,12,1341,1341/12/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/12/1344,3,6,12,12,1344,1344/12/12,52.327826,-2.2508729,Worcestershire,,
Campden,12/2/1340,3,5,12,2,1340,1340/2/12,52.031209,-1.7827679,Gloucestershire,,
Hartlebury,12/2/1344,3,5,12,2,1344,1344/2/12,52.327826,-2.2508729,Worcestershire,,
Westminster,12/2/1346,3,5,12,2,1346,1346/2/12,51.495233,-0.1431191,Middlesex,,
Winchcombe Deanery,12/3/1340,3,5,12,3,1340,1340/3/12,51.95049,-1.9723085,Gloucestershire,,
Hartlebury,12/3/1345,3,5,12,3,1345,1345/3/12,52.327826,-2.2508729,Worcestershire,,
Hadham,12/3/1346,3,5,12,3,1346,1346/3/12,51.851537,0.06027292,Hertfordshire,,
Hartlebury,12/3/1439,3,5,12,3,1439,1439/3/12,52.327826,-2.2508729,Worcestershire,,
Worcester,12/4/1339,3,5,12,4,1339,1339/4/12,52.184041,-2.2208098,Worcestershire,,
Hartlebury,12/4/1340,3,5,12,4,1340,1340/4/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/4/1341,3,5,12,4,1341,1341/4/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/4/1343,3,5,12,4,1343,1343/4/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/4/1346,3,5,12,4,1346,1346/4/12,52.327826,-2.2508729,Worcestershire,775,
Hartlebury,12/4/1348,3,5,12,4,1348,1348/4/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/5/1349,3,5,12,5,1349,1349/5/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/6/1347,3,5,12,6,1347,1347/6/12,52.327826,-2.2508729,Worcestershire,,
Hartlebury,12/6/1349,3,5,12,6,1349,1349/6/12,52.327826,-2.2508729,Worcestershire,,
Bredon,12/7/1339,3,5,12,7,1339,1339/7/12,52.022359,-2.1179982,Worcestershire,,
Blockley,12/7/1340,3,5,12,7,1340,1340/7/12,52.00421,-1.768331,"Worcs (det), locally in Gloucs",,
Tredington,12/7/1340,3,5,12,7,1340,1340/7/12,52.084793,-1.6365709,"Worcs (det), locally in Warks",,
Droitwich,12/7/1344,3,5,12,7,1344,1344/7/12,52.265068,-2.1479485,Worcestershire,,
Hartlebury,12/7/1347,3,5,12,7,1347,1347/7/12,52.327826,-2.2508729,Worcestershire,,
Wick-by-Worcester,12/8/1339,3,5,12,8,1339,1339/8/12,52.174992,-2.2500114,Worcestershire,,
Hartlebury,12/8/1344,3,5,12,8,1344,1344/8/12,52.327826,-2.2508729,Worcestershire,,
Withington,12/9/1341,3,5,12,9,1341,1341/9/12,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,12/9/1342,3,5,12,9,1342,1342/9/12,52.327826,-2.2508729,Worcestershire,,
Withington,12/9/1344,3,5,12,9,1344,1344/9/12,51.833604,-1.9578672,,1224,
Hartlebury,13/1/1340,3,5,13,1,1340,1340/1/13,52.327826,-2.2508729,Worcestershire,,
Hartlebury,13/1/1345,3,5,13,1,1345,1345/1/13,52.327826,-2.2508729,Worcestershire,,
Hartlebury,13/11/1339,3,6,13,11,1339,1339/11/13,52.327826,-2.2508729,Worcestershire,,
Hartlebury,13/12/1348,3,6,13,12,1348,1348/12/13,52.327826,-2.2508729,Worcestershire,,
Broadway,13/2/1340,3,5,13,2,1340,1340/2/13,52.031338,-1.8702251,Worcestershire,,
Hartlebury,13/2/1341,3,5,13,2,1341,1341/2/13,52.327826,-2.2508729,Worcestershire,,
Hartlebury,13/2/1349,3,5,13,2,1349,1349/2/13,52.327826,-2.2508729,Worcestershire,,
Winchcombe Deanery,13/3/1340,3,5,13,3,1340,1340/3/13,51.95049,-1.9723085,Gloucestershire,,
Hartlebury,13/3/1349,3,5,13,3,1349,1349/3/13,52.327826,-2.2508729,Worcestershire,,
Worcester,13/4/1339,3,5,13,4,1339,1339/4/13,52.184041,-2.2208098,Worcestershire,,
Hartlebury,13/4/1340,3,5,13,4,1340,1340/4/13,52.327826,-2.2508729,Worcestershire,,
Hartlebury,13/4/1342,3,5,13,4,1342,1342/4/13,52.327826,-2.2508729,Worcestershire,,
Kempsey,13/5/1339,3,5,13,5,1339,1339/5/13,52.139089,-2.2205872,Worcestershire,,
Hartlebury,13/5/1341,3,5,13,5,1341,1341/5/13,52.327826,-2.2508729,Worcestershire,,
Bredon,13/6/1346,3,5,13,6,1346,1346/6/13,52.022359,-2.1179982,Worcestershire,1268,
Alvechurch,13/7/1344,3,5,13,7,1344,1344/7/13,52.34607,-1.9720644,Worcestershire,,
Hartlebury,13/7/1349,3,5,13,7,1349,1349/7/13,52.327826,-2.2508729,Worcestershire,,
Bredon,13/8/1341,3,5,13,8,1341,1341/8/13,52.022359,-2.1179982,Worcestershire,,
Tewkesbury,13/8/1347,3,5,13,8,1347,1347/8/13,51.986345,-2.1615883,Gloucestershire,,
Worcester,14/10/1339,3,6,14,10,1339,1339/10/14,52.184041,-2.2208098,Worcestershire,,
Hartlebury,14/10/1348,3,6,14,10,1348,1348/10/14,52.327826,-2.2508729,Worcestershire,,
Alvechurch,14/11/1340,3,6,14,11,1340,1340/11/14,52.34607,-1.9720644,Worcestershire,366,
Hartlebury,14/11/1340,3,6,14,11,1340,1340/11/14,52.327826,-2.2508729,Worcestershire,368,
Hartlebury,14/11/1341,3,6,14,11,1341,1341/11/14,52.327826,-2.2508729,Worcestershire,,
Hereford,14/11/1346,3,6,14,11,1346,1346/11/14,52.047214,-2.7159075,Herefordshire,,
Hartlebury,14/11/1348,3,6,14,11,1348,1348/11/14,52.327826,-2.2508729,Worcestershire,,
Hartlebury,14/12/1340,3,6,14,12,1340,1340/12/14,52.327826,-2.2508729,Worcestershire,,
Worcester,14/12/1345,3,6,14,12,1345,1345/12/14,52.184041,-2.2208098,Worcestershire,,
Campden,14/2/1340,3,5,14,2,1340,1340/2/14,52.031209,-1.7827679,Gloucestershire,117,
Ebrington,14/2/1340,3,5,14,2,1340,1340/2/14,52.058092,-1.7388827,Gloucestershire,255,
Farnham,14/3/1345,3,5,14,3,1345,1345/3/14,51.207042,-0.7989388,Surrey,,
Towcester,14/3/1348,3,5,14,3,1348,1348/3/14,52.126013,-0.9935092,Northamptonshire,,
Hartlebury,14/4/1344,3,5,14,4,1344,1344/4/14,52.327826,-2.2508729,Worcestershire,,
Bredon,14/5/1339,3,5,14,5,1339,1339/5/14,52.022359,-2.1179982,,1119,
Bredon,14/5/1340,3,5,14,5,1340,1340/5/14,52.022359,-2.1179982,Worcestershire,,
Hartlebury,14/5/1349,3,5,14,5,1349,1349/5/14,52.327826,-2.2508729,Worcestershire,,
Henbury,14/6/1342,3,5,14,6,1342,1342/6/14,51.499215,-2.6352549,Gloucestershire,,
Hartlebury,14/6/1349,3,5,14,6,1349,1349/6/14,52.327826,-2.2508729,Worcestershire,,
Tredington,14/7/1340,3,5,14,7,1340,1340/7/14,52.084793,-1.6365709,"Worcs (det), locally in Warks",,
Alvechurch,14/7/1344,3,5,14,7,1344,1344/7/14,52.34607,-1.9720644,Worcestershire,,
Henbury,14/7/1345,3,5,14,7,1345,1345/7/14,51.499215,-2.6352549,Gloucestershire,,
Wick-by-Worcester,14/8/1340,3,5,14,8,1340,1340/8/14,52.174992,-2.2500114,Worcestershire,,
Withington,14/9/1345,3,5,14,9,1345,1345/9/14,51.833604,-1.9578672,Gloucestershire,,
Hartlebury,15/1/1340,3,5,15,1,1340,1340/1/15,52.327826,-2.2508729,Worcestershire,,
Withington,15/10/1342,3,6,15,10,1342,1342/10/15,51.833604,-1.9578672,Gloucestershire,,
Potterne,15/10/1343,3,6,15,10,1343,1343/10/15,51.321104,-2.0157356,Wiltshire,,
Bredon,15/10/1344,3,6,15,10,1344,1344/10/15,52.022359,-2.1179982,Worcestershire,,
Alvechurch,15/10/1347,3,6,15,10,1347,1347/10/15,52.34607,-1.9720644,Worcestershire,,
Hartlebury,15/10/1348,3,6,15,10,1348,1348/10/15,52.327826,-2.2508729,Worcestershire,,
Rowington,15/11/1339,3,6,15,11,1339,1339/11/15,52.318743,-1.7080117,Warwickshire,,
Campden,15/2/1340,3,5,15,2,1340,1340/2/15,52.031209,-1.7827679,Gloucestershire,,
Winchcombe,15/3/1340,3,5,15,3,1340,1340/3/15,51.95049,-1.9723085,Gloucestershire,,
Alvechurch,15/4/1340,3,5,15,4,1340,1340/4/15,52.34607,-1.9720644,Worcestershire,,
Hartlebury,15/4/1346,3,5,15,4,1346,1346/4/15,52.327826,-2.2508729,Worcestershire,,
Hartlebury,15/4/1349,3,5,15,4,1349,1349/4/15,52.327826,-2.2508729,Worcestershire,,
Bredon,15/5/1339,3,5,15,5,1339,1339/5/15,52.022359,-2.1179982,Worcestershire,,
Bredon,15/5/1340,3,5,15,5,1340,1340/5/15,52.022359,-2.1179982,Worcestershire,,
Hartlebury,15/5/1349,3,5,15,5,1349,1349/5/15,52.327826,-2.2508729,Worcestershire,,
Oxford,15/6/1339,3,5,15,6,1339,1339/6/15,51.750381,-1.2626274,Oxfordshire,,
Henbury,15/6/1340,3,5,15,6,1340,1340/6/15,51.499215,-2.6352549,Gloucestershire,,
Henbury,15/6/1342,3,5,15,6,1342,1342/6/15,51.499215,-2.6352549,Gloucestershire,,
Glasshampton,15/7/1340,3,5,15,7,1340,1340/7/15,52.299793,-2.316227,,,
Hartlebury,15/7/1349,3,5,15,7,1349,1349/7/15,52.327826,-2.2508729,Worcestershire,,
Hartlebury,15/9/1340,3,5,15,9,1340,1340/9/15,52.327826,-2.2508729,Worcestershire,,
Great Malvern,15/9/1343,3,5,15,9,1343,1343/9/15,52.1114,-2.329,Worcestershire,1181,Coords source: https://en.wikipedia.org/wiki/Great_Malvern
Withington,15/9/1345,3,5,15,9,1345,1345/9/15,51.833604,-1.9578672,Gloucestershire,,
Westminster,15/9/1346,3,5,15,9,1346,1346/9/15,51.495233,-0.1431191,Middlesex,,
Hartlebury,16/1/1341,3,5,16,1,1341,1341/1/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/1/1348,3,5,16,1,1348,1348/1/16,52.327826,-2.2508729,Worcestershire,,
Worcester,16/10/1339,3,6,16,10,1339,1339/10/16,52.184041,-2.2208098,Worcestershire,,
Hartlebury,16/11/1346,3,6,16,11,1346,1346/11/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/11/1348,3,6,16,11,1348,1348/11/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/12/1339,3,6,16,12,1339,1339/12/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/12/1340,3,6,16,12,1340,1340/12/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/12/1345,3,6,16,12,1345,1345/12/16,52.327826,-2.2508729,Worcestershire,,
Hartlebury,16/12/1348,3,6,16,12,1348,1348/12/16,52.327826,-2.2508729,Worcestershire,,
London,16/2/1339,3,5,16,2,1339,1339/2/16,51.512747,-0.1135832,Middlesex,"#6,7,8",
Stow,16/2/1340,3,5,16,2,1340,1340/2/16,53.318625,-0.680449,Lincolnshire,,
Hartlebury,16/3/1342,3,5,16,3,1342,1342/3/16,52.327826,-2.2508729,Worcestershire,,
