Weekday,day,month,year,Location_Book,modern_name,geo_id,latitude,longitude,Loc_Prob_Code,Notes
Thursday,5,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,6,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,7,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,8,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,9,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Tuesday,10,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Wednesday,11,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Thursday,12,6,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,12,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Friday,13,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Saturday,14,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Sunday,15,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Monday,16,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Tuesday,17,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Wednesday,18,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Thursday,19,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Friday,20,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Saturday,21,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Sunday,22,6,1292,Castillo de La Cuba,Almonacid de La Cuba,3130287,41.2809656,-0.7922148,,Sitio del Castillo
Monday,23,6,1292,,,,,,,Prosigue al asedio al castillo de La Cuba
Tuesday,24,6,1292,Baélls,Baélls,3129019,41.9539194,0.4583451,,Concerning a judicial hearing from Tamarite de Litera nearby
Wednesday,25,6,1292,Baélls,Baélls,3129019,41.9539194,0.4583451,,
Thursday,26,6,1292,Baélls,Baélls,3129019,41.9539194,0.4583451,,
Friday,27,6,1292,Baélls,Baélls,3129019,41.9539194,0.4583451,,
Saturday,28,6,1292,Baélls,Baélls,3129019,41.9539194,0.4583451,,
Saturday,28,6,1292,Almenar,Almenar,3130306,41.7970523,0.5680948,,
Sunday,29,6,1292,Almenar,Almenar,3130306,41.7970523,0.5680948,,
Sunday,29,6,1292,Alguaire,Alguaire,3130379,41.7366252,0.5836318,,
Monday,30,6,1292,Almenar,Almenar,3130306,41.7970523,0.5680948,,
Tuesday,1,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,2,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Thursday,3,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Friday,4,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Saturday,5,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Sunday,6,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,7,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,8,7,1292,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,9,7,1292,Cervera,Cervera,3125308,41.6659078,1.2710845,,
Thursday,10,7,1292,Piera,Piera,3113576,41.5160827,1.7416799,,
Friday,11,7,1292,,,,,,,
Saturday,12,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,13,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,14,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,15,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,16,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,17,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,18,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,19,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,20,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,21,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,22,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,23,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,24,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,25,7,1292,Tarrasa,Terrassa,3108286,41.563211,2.0088747,,
Friday,25,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,26,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,27,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,28,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,29,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,30,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,31,7,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,1,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,2,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,3,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,4,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,5,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,6,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,7,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,8,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,9,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,10,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,11,8,1292,,,,,,,
Tuesday,12,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,13,8,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,14,8,1292,,,,,,,
Friday,15,8,1292,,,,,,,
Saturday,16,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,at the port of Salou
Sunday,17,8,1292,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Monday,18,8,1292,Tarragona,Tarragona,3108288,41.1188827,1.2572797,,
Tuesday,19,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,
Wednesday,20,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,
Thursday,21,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,"At the por of Salou, waiting to set sale for Mallorca (zarpar rumbo a Mallorca)"
Friday,22,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,at the port of Salou
Saturday,23,8,1292,Salou,Salou,3110986,41.0777465,1.1296614,,at the port of Salou
Sunday,24,8,1292,,,,,,,
Monday,25,8,1292,Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,"Probably at the city, although unclear from the text ""in Maiorica""  Changed to be unified - decision made that they are in Palma de Mallorca"
Tuesday,26,8,1292,,,,,,,
Wednesday,27,8,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Thursday,28,8,1292,,,,,,,
Friday,29,8,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Saturday,30,8,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Sunday,31,8,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Monday,1,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Tuesday,2,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Wednesday,3,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Thursday,4,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Friday,5,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Saturday,6,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Sunday,7,9,1292,,,,,,,
Monday,8,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Tuesday,9,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Wednesday,10,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Thursday,11,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Friday,12,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Saturday,13,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Sunday,14,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Monday,15,9,1292,Palma de Mallorca,Palma de Mallorca,2512989,39.5696005,2.6501603,,
Tuesday,16,9,1292,,,,,,,
Wednesday,17,9,1292,Palomera,Palomera,TL_0049,41.1266749,1.3424849,,"Puerto de Tarragona - ""Recala en este puerto de Palomera ya de regreso a Barcelona"""
Thursday,18,9,1292,Palomera,Palomera,TL_0049,41.1266749,1.3424849,,Puerto de Tarragona
Friday,19,9,1292,Palomera,Palomera,TL_0049,41.1266749,1.3424849,,Puerto de Tarragona
Saturday,20,9,1292,,,,,,,
Sunday,21,9,1292,,,,,,,
Monday,22,9,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,"Notice of his arrival, so either in Palomera or at sea prior to this day."
Tuesday,23,9,1292,,,,,,,
Wednesday,24,9,1292,,,,,,,
Thursday,25,9,1292,,,,,,,
Friday,26,9,1292,,,,,,,
Saturday,27,9,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,28,9,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,29,9,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,30,9,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,1,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,2,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,3,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,4,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,5,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,6,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,7,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,8,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,9,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,10,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,11,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,12,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,13,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,14,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,15,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,16,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,17,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,18,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,19,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,20,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,21,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,22,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,23,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,24,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,25,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,26,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Monday,27,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Tuesday,28,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Wednesday,29,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Thursday,30,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Friday,31,10,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Saturday,1,11,1292,Barcelona,Barcelona,3128760,41.3850639,2.1734035,,
Sunday,2,11,1292,,,,,,,
Monday,3,11,1292,,,,,,,
Tuesday,4,11,1292,,,,,,,
Wednesday,5,11,1292,,,,,,,
Thursday,6,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,in Teruel province
Friday,7,11,1292,,,,,,,
Saturday,8,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Sunday,9,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Monday,10,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Tuesday,11,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Wednesday,12,11,1292,Montalbán,Montalbán,3116441,40.8327391,-0.8002439,,
Thursday,13,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,"""dat. Ilerde"" - the book states Montalbán, but the name of Montalbán appears in previous notes and changes to Lérida on this day...it appears as Lérida again on the 22nd.  It is not clear if they are all in error, but like Huesca, below, clearly the editor of the volume made an error several entries.  However, this is a 100 mile trip - far longer than seems possible!***"
Friday,14,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Saturday,15,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Sunday,16,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Monday,17,11,1292,,,,,,,
Tuesday,18,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,19,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Thursday,20,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Friday,21,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Saturday,22,11,1292,Montalbán,Lérida,3118514,41.6175899,0.6200146,,
Sunday,23,11,1292,Cellas,Lascellas,3118982,42.0776402,-0.0830469,,
Monday,24,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,"""dat. Ilerde.""  The itinerary says both that this is Huesca, but also the Latin above.  Other instances of Huesca say things like Osce or Hosca and not Ilerde.  This is clearly an error and I have changed it to Lérida."
Tuesday,25,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,26,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Thursday,27,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Friday,28,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Saturday,29,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Sunday,30,11,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Monday,1,12,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Tuesday,2,12,1292,Huesca,Lérida,3118514,41.6175899,0.6200146,,
Wednesday,3,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Thursday,4,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Friday,5,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Saturday,6,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Sunday,7,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Monday,8,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Monday,8,12,1292,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Tuesday,9,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Wednesday,10,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Wednesday,10,12,1292,Zuera,Zuera,3104226,41.8685433,-0.7901334,,
Thursday,11,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Friday,12,12,1292,Gurrea de Gállego,Gurrea de Gállego,3120898,42.0161963,-0.7722974,,
Friday,12,12,1292,Zuera,Zuera,3104226,41.8685433,-0.7901334,,
Saturday,13,12,1292,Bolea,Bolea,3127869,42.2607409,-0.5519063,,
Saturday,13,12,1292,Zuera,Zuera,3104226,41.8685433,-0.7901334,,
Sunday,14,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,15,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,16,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Wednesday,17,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Thursday,18,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Friday,19,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Saturday,20,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Sunday,21,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Monday,22,12,1292,Zaragoza,Zaragoza,3104324,41.6488226,-0.8890853,,
Tuesday,23,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Wednesday,24,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Thursday,25,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Friday,26,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Saturday,27,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Sunday,28,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Monday,29,12,1292,Calatayud,Calatayud,3127047,41.3531678,-1.6468455,,
Tuesday,30,12,1292,Daroca,Daroca,3123969,41.1144048,-1.4144344,,
Wednesday,31,12,1292,Monreal,Monreal del Campo,3116454,40.7877194,-1.3553635,,"The distance from here to Daroca seems like it might be on the far side, but there are no other obvious contendors for the location"
Thursday,1,1,1293,Teruel,Teruel,3108126,40.3456879,-1.1064345,,
Friday,2,1,1293,Sarrión,Sarrión,3109360,40.14175,-0.81533,,
Saturday,3,1,1293,Sarrión,Sarrión,3109360,40.14175,-0.81533,,
Saturday,3,1,1293,Segorbe,Segorbe,2510972,39.852118,-0.48333,,
Sunday,4,1,1293,Murviedro,Sagunto,2511619,39.6798633,-0.2784385,,Sagunto is the modern name - it appears to be the same place
Monday,5,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,6,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,7,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Thursday,8,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Friday,9,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Saturday,10,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Sunday,11,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Monday,12,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Tuesday,13,1,1293,Valencia,Valencia,2509954,39.4699075,-0.3762881,,
Wednesday,14,1,1293,Mira,Mira,2513844,39.719653,-1.4392406,,
Wednesday,14,1,1293,Requena,Requena,6362078,39.4391297,-1.1736994,,
Thursday,15,1,1293,Mira,Mira,2513844,39.719653,-1.4392406,,
Friday,16,1,1293,Mira,Mira,2513844,39.719653,-1.4392406,,
Saturday,17,1,1293,Mira,Mira,2513844,39.719653,-1.4392406,,
Sunday,18,1,1293,Cuenca,Cuenca,3124132,40.0703925,-2.1374162,,
Monday,19,1,1293,Cuenca,Cuenca,3124132,40.0703925,-2.1374162,,
Tuesday,20,1,1293,Mira,Mira,2513844,39.719653,-1.4392406,,
Wednesday,21,1,1293,Alpuente,Alpuente,2521830,39.8757866,-1.0137828,,
Thursday,22,1,1293,,,,,,,
Friday,23,1,1293,Albalate de Zorita,Albalate de Zorita,3130696,40.3084745,-2.8439975,,
Saturday,24,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Sunday,25,1,1293,Tauste,Tauste,3108269,41.9202087,-1.2568298,3,"Very far from Guadalajara; The record has Jamie going to Guadajara and from it to Tauste and back and then to Gurrea de Gallego and back within the span of a couple of days, these distances are significant and Guerra de Gallego and Tauste are closer to one another than either is to Guadajara so I am unsure if he could travel from Guadajara to these other cities over the course of a single day and also why he would return to Guadajara between trips rather than visiting both the two cities that were nearer each other before returning to Guadajara.  While this is true, it seems like Tauste and Gallego are the exception and Guadalajara is the more correct location."
Monday,26,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Monday,26,1,1293,Gurrea de Gállego,Gurrea de Gállego,3120898,42.0161963,-0.7722974,3,Very far from Guadalajara; see above.
Tuesday,27,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Wednesday,28,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Thursday,29,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Friday,30,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Saturday,31,1,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Sunday,1,2,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Monday,2,2,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Tuesday,3,2,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Wednesday,4,2,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Thursday,5,2,1293,,,,,,,
Friday,6,2,1293,Guadalajara,Guadalajara,3121070,40.632489,-3.16017,,
Saturday,7,2,1293,,,,,,,
Sunday,8,2,1293,Atienza,Atienza,3129197,41.1981179,-2.8708039,,
Monday,9,2,1293,Atienza,Atienza,3129197,41.1981179,-2.8708039,,
Tuesday,10,2,1293,,,,,,,
Wednesday,11,2,1293,,,,,,,
Thursday,12,2,1293,,,,,,,
Friday,13,2,1293,Soria,Soria,3108681,41.7665972,-2.4677868,,
Saturday,14,2,1293,Ágreda,Ágreda,3130909,41.8564653,-1.922138,,
Sunday,15,2,1293,Tarazona,Tarazona,3108308,41.9042972,-1.7222535,,
Monday,16,2,1293,,,,,,,
Tuesday,17,2,1293,Tarazona,Tarazona,3108308,41.9042972,-1.7222535,,
Wednesday,18,2,1293,,,,,,,
Thursday,19,2,1293,Tarazona,Tarazona,3108308,41.9042972,-1.7222535,,
Friday,20,2,1293,Tarazona,Tarazona,3108308,41.9042972,-1.7222535,,
Saturday,21,2,1293,Magallón,Magallón,3117708,41.8321822,-1.4615955,,
Sunday,22,2,1293,Magallón,Magallón,3117708,41.8321822,-1.4615955,,
Sunday,22,2,1293,Tauste,Tauste,3108269,41.9202087,-1.2568298,,
Sunday,22,2,1293,Gurrea de Gállego,Gurrea de Gállego,3120898,42.0161963,-0.7722974,,
Monday,23,2,1293,Gurrea de Gállego,Gurrea de Gállego,3120898,42.0161963,-0.7722974,,
Monday,23,2,1293,Tauste,Tauste,3108269,41.9202087,-1.2568298,,
Tuesday,24,2,1293,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Tuesday,24,2,1293,Gurrea de Gállego,Gurrea de Gállego,3120898,42.0161963,-0.7722974,,
Wednesday,25,2,1293,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Thursday,26,2,1293,Huesca,Huesca,3120514,42.131845,-0.4078058,,
Thursday,26,2,1293,Berbegal,Berbegal,3128240,41.9611832,-0.0029143,,
Thursday,26,2,1293,Tarazona,Tarazona,3108308,41.9042972,-1.7222535,,
Thursday,26,2,1293,Monasterio de Sigena,Real Monasterio de Santa María de Sigena,11995649,41.7092705,-0.0188917,,
Friday,27,2,1293,Sigena,Villanueva de Sigena,3105198,41.7152216,-0.0087436,,
Friday,27,2,1293,Alcolea de Cinca,Alcolea de Cinca,3130576,41.7213895,0.1149925,,
Saturday,28,2,1293,Alcolea de Cinca,Alcolea de Cinca,3130576,41.7213895,0.1149925,,
Sunday,1,3,1293,Lérida,Lérida,3118514,41.6175899,0.6200146,,
Monday,2,3,1293,Lérida,Lérida,3118514,41.6175899,0.6200146,,
